,protein_name
621,Biodegradative arginine decarboxylase
622,Biotin carboxylase
623,Biotin synthase
624,"Bis-tetraphosphatase, symmetrical"
625,Branched-chain-amino-acid aminotransferase
626,CCA-adding enzyme
627,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
628,CTP synthase
629,Carbamoyl phosphate synthase large chain
630,Carbonic anhydrase
631,Carboxy-terminal processing protease CtpB
632,Carboxymethylenebutenolidase
633,Carboxypeptidase G2
634,Catalase
635,Chemotaxis protein methyltransferase
636,Choline dehydrogenase
637,Chorismate synthase
638,CoA-transferase family III protein
639,Coenzyme A biosynthesis bifunctional protein CoaBC [Includes: Phosphopantothenoylcysteine decarboxylase ; Phosphopantothenate--cysteine ligase ]
640,Cyanate hydratase
641,Cyanophycin synthetase
642,Cyclopropane-fatty-acyl-phospholipid synthase
643,Cystathionine beta-lyase
644,Cysteine desulfurase IscS
645,Cysteine synthase
646,Cysteine--tRNA ligase
647,Cytochrome c biogenesis ATP-binding export protein CcmA
648,Cytochrome c551 peroxidase
649,"Cytochrome-c oxidase, cbb3-type subunit II"
650,D-3-phosphoglycerate dehydrogenase
651,D-alanine aminotransferase
652,D-alanine--D-alanine ligase
653,D-alanine--poly ligase subunit 1
654,D-aminoacylase
655,D-aminopeptidase
656,D-lactate dehydrogenase
657,D-malate dehydrogenase
658,DJ-1/PfpI family protein
659,DNA -methyltransferase
660,DNA ligase
661,DNA ligase ])
662,DNA oxidative demethylase AlkB
663,DNA polymerase IV
664,DNA topoisomerase
665,DNA-3-methyladenine glycosylase 1
666,DNA-3-methyladenine glycosylase II
667,DNA-directed RNA polymerase subunit beta'
668,Delta-aminolevulinic acid dehydratase
669,Dephospho-CoA kinase
670,Diacylglycerol kinase
671,Diaminobutyrate--2-oxoglutarate transaminase
672,Diaminopimelate decarboxylase
673,Diaminopimelate epimerase
674,Dihydrofolate reductase
675,Dihydrofolate synthase/folylpolyglutamate synthase
676,Dihydrolipoyl dehydrogenase
677,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
678,Dihydroorotase
679,Dihydroorotate dehydrogenase
680,Dihydroxy-acid dehydratase
681,Dual-specificity RNA methyltransferase RlmN -C)-methyltransferase)
682,Dual-specificity RNA pseudouridine synthase RluF synthase)
683,Electron transfer flavoprotein-ubiquinone oxidoreductase
684,Endonuclease III lyase)
685,Enolase
686,Enoyl-[acyl-carrier-protein] reductase [NADH]
687,Exodeoxyribonuclease 7 large subunit
688,Exodeoxyribonuclease III
689,Exopolyphosphatase
690,F0F1 ATP synthase subunit alpha
691,FAD binding domain protein
692,FAD-dependent catabolic D-arginine dehydrogenase DauA
693,FMN reductase
694,Farnesyl diphosphate synthase
695,Fatty acid oxidation complex subunit alpha
696,Fe ions import ATP-binding protein FbpC
697,Flavohemoprotein
698,Formamidase
699,Formamidopyrimidine-DNA glycosylase lyase MutM)
700,Formimidoylglutamase
701,Formyl-coenzyme A transferase
702,Formyltetrahydrofolate deformylase hydrolase)
703,"Fructose-1,6-bisphosphatase class 1"
704,"Fructose-1,6-bisphosphate aldolase"
705,Fumarate hydratase class II
706,Fumarate reductase flavoprotein subunit
707,Fumarylpyruvate hydrolase
708,GDSL-like protein
709,GMP synthase [glutamine-hydrolyzing]
710,GTP cyclohydrolase 1
711,GTP cyclohydrolase II
712,Galactarate dehydratase
713,Gamma-glutamyl phosphate reductase
714,Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
715,"Gentisate 1,2-dioxygenase"
716,Gluconate 2-dehydrogenase cytochrome c subunit
717,Gluconate 5-dehydrogenase
718,Gluconolactonase
719,Glucose-6-phosphate isomerase
720,Glutaconate CoA-transferase subunit A
721,Glutamate 5-kinase
722,Glutamate synthase [NADPH] small chain
723,Glutamate--cysteine ligase
724,Glutamate--tRNA ligase
725,"Glutamate-1-semialdehyde 2,1-aminomutase"
726,Glutamine synthetase
727,Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
728,Glutamine--tRNA ligase
729,Glutamine-dependent NAD synthetase synthase [glutamine-hydrolyzing])
730,Glutamyl-tRNA amidotransferase subunit A
731,Glutamyl-tRNA reductase
732,Glutarate-semialdehyde dehydrogenase DavD
733,Glutathione S-transferase GST-6.0
734,Glutathione hydrolase proenzyme [Cleaved into: large chain; small chain]
735,Glutathione reductase
736,Glutathione synthetase
737,Glycerate kinase
738,Glycerol kinase
739,Glycerol-3-phosphate dehydrogenase
740,Glycerol-3-phosphate dehydrogenase [NAD+] -dependent dehydrogenase) H-dependent dihydroxyacetone-phosphate reductase)
741,Glycerophosphoryl diester phosphodiesterase
742,Glycine dehydrogenase )
743,Glycine--tRNA ligase beta subunit
744,Glycogen synthase
745,Glyoxylate/hydroxypyruvate reductase B
746,Guanylate kinase
747,Haloacetate dehalogenase H-1
748,Hippurate hydrolase
749,Histidine ammonia-lyase
750,Histidine--tRNA ligase
751,Histidinol dehydrogenase
752,Histidinol-phosphate aminotransferase
753,Holo-[acyl-carrier-protein] synthase
754,"Homogentisate 1,2-dioxygenase"
755,Homoserine O-acetyltransferase
756,Homoserine dehydrogenase
757,Homoserine kinase
758,HpcH/HpaI aldolase/citrate lyase family protein
759,Hydantoinase/oxoprolinase
760,Hydroxyacylglutathione hydrolase
761,Hydroxypyruvate isomerase
762,Imidazoleglycerol-phosphate dehydratase
763,Indole-3-glycerol phosphate synthase
764,Indolepyruvate oxidoreductase subunit B
765,Inorganic pyrophosphatase
766,Inosine-5'-monophosphate dehydrogenase
767,Inositol-1-monophosphatase
768,Iron-hydroxamate import ATP-binding protein FhuC
769,Isoaspartyl peptidase
770,Isocitrate dehydrogenase [NADP]
771,Isocitrate dehydrogenase kinase/phosphatase
772,Isocitrate lyase
773,Isoleucine--tRNA ligase
774,Isoquinoline 1-oxidoreductase subunit alpha
775,"Isovaleryl-CoA dehydrogenase, mitochondrial"
776,Ketol-acid reductoisomerase )
777,Kynureninase
778,Kynurenine formamidase
779,"L-2,4-diaminobutyric acid acetyltransferase"
780,L-2-hydroxyglutarate oxidase LhgO
781,L-asparaginase
782,L-aspartate dehydrogenase
783,L-aspartate oxidase
784,L-aspartate/glutamate-specific racemase
785,L-ectoine synthase
786,L-fuculose phosphate aldolase
787,L-idonate 5-dehydrogenase
788,L-lactate dehydrogenase
789,L-lactate dehydrogenase [cytochrome]
790,L-lysine 6-monooxygenase
791,L-serine ammonia-lyase
792,L-seryl-tRNA selenium transferase synthase)
793,L-threonine dehydratase
794,Lactoylglutathione lyase
795,Leucine--tRNA ligase
796,Leucyl/phenylalanyl-tRNA--protein transferase
797,LexA repressor
798,Lipid A biosynthesis lauroyltransferase
799,Lipid-A-disaccharide synthase
800,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
801,Lipoprotein signal peptidase
802,Lipoyl synthase
803,Lon protease
804,Long-chain-fatty-acid--CoA ligase
805,Low molecular weight phosphotyrosine protein phosphatase
806,Lysine--tRNA ligase
807,Lysozyme
808,"Magnesium-transporting ATPase, P-type 1"
809,Malate dehydrogenase
810,Malate synthase G
811,Maleamate amidohydrolase
812,Maleate isomerase
813,Maleylacetoacetate isomerase
814,Maleylpyruvate isomerase
815,Malonyl CoA-acyl carrier protein transacylase
816,Malonyl-[acyl-carrier protein] O-methyltransferase
817,Malto-oligosyltrehalose trehalohydrolase -alpha-D-glucano)trehalose trehalohydrolase)
818,Maltooligosyl trehalose synthase
819,Mannitol dehydrogenase domain protein
820,Methionine aminopeptidase
821,Methionine synthase
822,Methionine--tRNA ligase
823,Methionyl-tRNA formyltransferase
824,Methylated-DNA--protein-cysteine methyltransferase
825,Molybdenum cofactor guanylyltransferase
826,Molybdenum import ATP-binding protein ModC
827,Molybdopterin adenylyltransferase
828,Molybdopterin molybdenumtransferase
829,Molybdopterin synthase catalytic subunit
830,Muconate cycloisomerase 1
831,Muconolactone Delta-isomerase
832,Multifunctional fusion protein [Includes: Sulfate adenylyltransferase subunit 1 ; Adenylyl-sulfate kinase ]
833,"Multifunctional fusion protein [Includes: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase ; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ]"
834,Murein tetrapeptide carboxypeptidase
835,N-acetyl-gamma-glutamyl-phosphate reductase
836,N-acyl-D-glutamate deacylase
837,N-anthranilate isomerase
838,N-carbamoyl-L-amino acid hydrolase
839,N-formylglutamate deformylase
840,N-formylmaleamate deformylase
841,N5-carboxyaminoimidazole ribonucleotide mutase imidazole mutase)
842,N5-carboxyaminoimidazole ribonucleotide synthase imidazole synthetase)
843,NAD diphosphatase
844,NAD kinase
845,NADH dehydrogenase
846,NADH dehydrogenase H:quinone oxidoreductase)
847,NADP-dependent fatty aldehyde dehydrogenase
848,NADP-dependent malic enzyme
849,NADPH-dependent 7-cyano-7-deazaguanine reductase reductase)
850,NagG
851,Nicotinamide-nucleotide amidohydrolase PncC
852,Nicotinate dehydrogenase subunit A
853,Nicotinate phosphoribosyltransferase
854,Nitrilase
855,Nitrite reductase large subunit
856,Nitrite/sulfite reductase ferredoxin domain protein
857,Nitronate monooxygenase
858,Nucleoside diphosphate kinase
859,O-acetylhomoserine aminocarboxypropyltransferase
860,Octanoyltransferase
861,Octaprenyl-diphosphate synthase
862,Omega-amino acid--pyruvate aminotransferase
863,Ornithine cyclodeaminase family protein
864,Orotate phosphoribosyltransferase
865,Orotidine 5'-phosphate decarboxylase
866,Oxygen-dependent coproporphyrinogen-III oxidase
867,Pantothenate synthetase
868,Para-aminobenzoate synthase component 1
869,Penicillin G acylase
870,Peptide deformylase
871,Peptide methionine sulfoxide reductase MsrA -S-oxide reductase)
872,"Peptidoglycan D,D-transpeptidase MrdA"
873,Peptidyl-tRNA hydrolase
874,Phenylacetate-coenzyme A ligase
875,Phenylalanine--tRNA ligase alpha subunit
876,Phosphate acetyltransferase
877,Phosphate-import ATP-binding protein PhnC
878,Phosphatidate cytidylyltransferase
879,Phosphatidylglycerophosphatase A
880,Phosphatidylserine decarboxylase proenzyme [Cleaved into: alpha chain; beta chain]
881,Phospho-2-dehydro-3-deoxyheptonate aldolase
882,Phospho-N-acetylmuramoyl-pentapeptide-transferase
883,Phosphoenolpyruvate carboxykinase [GTP]
884,Phosphoenolpyruvate carboxylase
885,Phosphoenolpyruvate synthase
886,Phosphoenolpyruvate-protein phosphotransferase
887,Phosphoglucosamine mutase
888,Phosphoglycerate kinase
889,Phosphoglycolate phosphatase
890,Phosphoheptose isomerase
891,Phosphomannomutase/phosphoglucomutase
892,Phosphomethylpyrimidine synthase
893,Phosphonoacetaldehyde hydrolase
894,Phosphonopyruvate hydrolase
895,Phosphopantetheine adenylyltransferase
896,Phosphoribosyl-AMP cyclohydrolase
897,Phosphoribosyl-ATP pyrophosphatase
898,Phosphoribosylamine--glycine ligase
899,Phosphoribosylaminoimidazole-succinocarboxamide synthase
900,Phosphoribosylformylglycinamidine cyclo-ligase
901,Phosphoribosylformylglycinamidine synthase
902,Phosphoribosylglycinamide formyltransferase
903,Phosphoserine aminotransferase
904,Phosphoserine phosphatase
905,Phytanoyl-CoA dioxygenase
906,Pimelyl-[acyl-carrier protein] methyl ester esterase
907,Poly polymerase I
908,Polyamine aminopropyltransferase
909,Polyphosphate kinase
910,Polyribonucleotide nucleotidyltransferase
911,Porphobilinogen deaminase
912,Prephenate dehydrogenase
913,Prepilin leader peptidase/N-methyltransferase
914,Probable 5-dehydro-4-deoxyglucarate dehydratase
915,Probable D-serine dehydratase
916,Probable cadmium-transporting ATPase
917,Probable chorismate pyruvate-lyase
918,Probable cytosol aminopeptidase
919,Probable enoyl-CoA hydratase 1
920,Probable lipoate-protein ligase A
921,Probable nicotinate-nucleotide adenylyltransferase diphosphorylase) pyrophosphorylase)
922,Probable periplasmic serine endoprotease DegP-like
923,Proline iminopeptidase
924,Proline--tRNA ligase
925,Propionate--CoA ligase
926,Protein-L-isoaspartate O-methyltransferase
927,Protein-glutamate methylesterase/protein-glutamine glutaminase
928,Putative PTS IIA-like nitrogen-regulatory protein PtsN
929,"Putative acetyl-CoA carboxylase, biotin carboxylase subunit"
930,Putative copper-exporting P-type ATPase V
931,Putative formate dehydrogenase SA2102
932,Putative phosphinothricin acetyltransferase YwnH
933,Putative pterin-4-alpha-carbinolamine dehydratase
934,Pyridoxine 5'-phosphate synthase
935,Pyridoxine/pyridoxamine 5'-phosphate oxidase
936,Pyrroline-5-carboxylate reductase
937,Pyrroloquinoline-quinone synthase
938,Pyruvate dehydrogenase E1 component
939,Pyruvate dehydrogenase [ubiquinone]
940,Pyruvate kinase
941,Queuine tRNA-ribosyltransferase
942,Quinolinate synthase
943,Quinone oxidoreductase 1
944,RelA/SpoT family protein
945,Release factor glutamine methyltransferase MTase PrmC)
946,Respiratory nitrate reductase subunit gamma
947,Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase ; 5-amino-6-uracil reductase ]
948,Riboflavin biosynthesis protein [Includes: kinase ; FMN adenylyltransferase ]
949,Riboflavin synthase
950,Ribonuclease 3
951,Ribonuclease E
952,Ribonuclease H
953,Ribonuclease P protein component
954,Ribonuclease PH
955,Ribonuclease R
956,Ribonucleoside-diphosphate reductase subunit beta
957,Ribose-5-phosphate isomerase A
958,Ribose-phosphate pyrophosphokinase
959,Ribosomal RNA large subunit methyltransferase E -methyltransferase)
960,Ribosomal RNA large subunit methyltransferase H -methyltransferase) -methyltransferase RlmH)
961,Ribosomal RNA large subunit methyltransferase J -N6)-methyltransferase)
962,Ribosomal RNA small subunit methyltransferase A -N/adenine-N)-dimethyltransferase) dimethyltransferase)
963,Ribosomal RNA small subunit methyltransferase E
964,Ribosomal RNA small subunit methyltransferase G
965,Ribosomal RNA small subunit methyltransferase H C1402 methyltransferase) -)-methyltransferase RsmH)
966,Ribosomal RNA small subunit methyltransferase I -methyltransferase RsmI)
967,Ribosomal protein uL3 glutamine methyltransferase
968,Ribosomal protein uS12 methylthiotransferase RimO )-methylthiotransferase)
969,Ribulose bisphosphate carboxylase large chain
970,Ribulose-phosphate 3-epimerase
971,S-adenosylmethionine synthase
972,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
973,S-formylglutathione hydrolase
974,S-glutathione dehydrogenase
975,Salicylate hydroxylase
976,Sarcosine oxidase subunit beta
977,"Selenide, water dikinase"
978,Serine hydroxymethyltransferase
979,Serine--glyoxylate aminotransferase
980,Serine--tRNA ligase synthetase)
981,Serine/threonine-protein kinase BtrW
982,Serine/threonine-protein phosphatase 1
983,Shikimate dehydrogenase )
984,Shikimate kinase
985,Signal peptidase I
986,Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase ; Precorrin-2 dehydrogenase Sirohydrochlorin ferrochelatase ]
987,Site-specific DNA-methyltransferase
988,Spermidine/putrescine import ATP-binding protein PotA
989,Stearoyl-CoA 9-desaturase
990,Succinate dehydrogenase flavoprotein subunit
991,Succinate semialdehyde dehydrogenase [NAD+] Sad
992,Succinate--CoA ligase [ADP-forming] subunit alpha
993,Succinate-semialdehyde dehydrogenase [NADP] GabD
994,Succinyl-CoA--L-malate CoA-transferase beta subunit
995,Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B
996,Succinyl-diaminopimelate desuccinylase
997,Succinyldiaminopimelate transaminase
998,Sulfate/thiosulfate import ATP-binding protein CysA
999,Superoxide dismutase [Cu-Zn]
1000,Tetraacyldisaccharide 4'-kinase
1001,Thiamine-monophosphate kinase
1002,Thiamine-phosphate synthase
1003,Thiazole synthase
1004,Thiol:disulfide interchange protein DsbD
1005,Thiopurine S-methyltransferase
1006,Thioredoxin reductase
1007,Thiosulfate dehydrogenase
1008,Thiosulfate sulfurtransferase glpE
1009,Threonine synthase
1010,Threonine--tRNA ligase
1011,Threonylcarbamoyl-AMP synthase
1012,Thymidylate kinase
1013,Thymidylate synthase
1014,"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase"
1015,Transaldolase
1016,Transketolase
1017,Trigger factor
1018,Triosephosphate isomerase
1019,"Tryptophan 2,3-dioxygenase"
1020,Tryptophan synthase beta chain
1021,Tryptophan--tRNA ligase
1022,Type I restriction enzyme endonuclease subunit
1023,Type III pantothenate kinase
1024,Type-4 uracil-DNA glycosylase
1025,Tyrosine--tRNA ligase
1026,"UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase"
1027,"UDP-2,3-diacylglucosamine hydrolase"
1028,UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
1029,"UDP-2-acetamido-3-amino-2, 3-dideoxy-D-glucuronate N-acetyltransferase"
1030,UDP-3-O-acyl-N-acetylglucosamine deacetylase
1031,UDP-3-O-acylglucosamine N-acyltransferase
1032,UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase
1033,UDP-N-acetylenolpyruvoylglucosamine reductase
1034,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
1035,UDP-N-acetylglucosamine 2-epimerase
1036,UDP-N-acetylglucosamine 4-epimerase
1037,UDP-N-acetylglucosamine--N-acetylmuramyl- pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
1038,UDP-N-acetylmuramate--L-alanine ligase
1039,UDP-N-acetylmuramoylalanine--D-glutamate ligase
1040,UDP-glucose 6-dehydrogenase
1041,UDP-glucuronate decarboxylase
1042,UTP--glucose-1-phosphate uridylyltransferase
1043,Ubiquinone biosynthesis O-methyltransferase
1044,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
1045,Uncharacterized protein
1046,Undecaprenyl pyrophosphate synthase
1047,Undecaprenyl-diphosphatase
1048,Uracil phosphoribosyltransferase
1049,Urea carboxylase
1050,Ureidoglycolate lyase
1051,Uridylate kinase
1052,Urocanate hydratase
1053,Uroporphyrinogen decarboxylase
1054,Uroporphyrinogen-III synthase
1055,Valine--tRNA ligase
1056,Xaa-Pro aminopeptidase
1057,Xylulose kinase
1058,acetyl-CoA C-acyltransferase
1059,acylphosphatase
1060,alanine--glyoxylate transaminase
1061,aldehyde dehydrogenase )
1062,asparagine synthase
1063,beta-lactamase
1064,biotin--[biotin carboxyl-carrier protein] ligase
1065,cyclic-guanylate-specific phosphodiesterase
1066,dCTP deaminase
1067,dITP/XTP pyrophosphatase
1068,"dTDP-4-dehydrorhamnose 3,5-epimerase"
1069,dTDP-4-dehydrorhamnose reductase
1070,"dTDP-glucose 4,6-dehydratase"
1071,diguanylate cyclase
1072,dihydropteroate synthase
1073,ferredoxin--NADP reductase
1074,fumarylacetoacetase
1075,glutaryl-CoA dehydrogenase
1076,histidine kinase
1077,hydroxymethylglutaryl-CoA lyase
1078,hydroxymethylpyrimidine kinase
1079,maltose alpha-D-glucosyltransferase
1080,mannonate dehydratase
1081,methylmalonate-semialdehyde dehydrogenase
1082,nicotinate-nucleotide diphosphorylase
1083,oligopeptidase A
